,Name,LineA,LineB,LineC,Concatenated
3813,Gloria ," Yeah, you're the only one with a gay son. I'm sure he'll appreciate opening up to you.",,,
3814,Jay ," We're guys. We don't ""open up."" We talk about sports and cars, getting up in the middle of the night to pee.",,,
3815,Gloria , But I'm sure you made it very easy for Mitch to come out of the closet.,,,
3816,Jay , Yeah.,,,
3817,Gloria ," Okay, I'm gonna finish my makeover... 'cause I care about people... Because I want to help them change their lives. Jay, I'm hinting that you should call your friend, okay?",,,
3818,Jay ," Yes, I'm getting that.",,,
3819,Gloria ," Okay, okay.",,,
3820,Phil ," Hey, hey, hey. Daddy in the hiz-ouse!",,,
3821,Phil ," Why would you do that to a brand-new, very expensive remote?",,,
3822,Claire ," Because I lost my temper and it didn't work. Therefore, it's useless.",,,
3823,Phil ," Well, honey, when it comes to anything electronic, you're not exactly the best student.",,,
3824,Claire , I am very smart. I had a 4.0 in college. How about you?,,,
3825,Phil , I was almost that despite my substantial time commitment to cheerleading.,,,
3826,Claire , I thought we agreed not to bring up the cheerleading.,,,
3827,Phil ," Cheerleading in my college was cool. The football players were so jealous, they wouldn't even let me and my buddies Trevor, Scotty, and Ling go to their parties.",,,
3828,Phil ," Seriously, Claire, you owe me an apology for baking that. ",,,
3829,Claire ," Okay. Phil, I apologize for breaking the world's worst remote... That you bought... stupidly.",,,
3830,Phil ," Excuse me, But the experts at cnet.Com rated it the best remote. They gave it three-and-a-half mice.",,,
3831,Claire ," Wow! Well, I have an idea. Let's invite the gang from cnet over and your old buddies from cheerleading And we can have a nerd party.",,,
3832,Phil , Ling is not a nerd. He built his own helicopter. And if he was alive today...,,,
3833,Claire ," Sweetie, let's not talk about ling. It upsets you too much.",,,
3834,Phil , You know what I'm gonna do?,,,
3835,Claire , Hmm?,,,
3836,Phil ," I'm gonna buy a new remote... the same remote. And just to prove how wrong you are, I'm gonna teach our dumbest kid how to use it in 20 minutes or less.",,,
3837,Claire , Who's our dumbest kid?,,,
3838,Phil , Luke.,,,
3839,Claire ," Luke? No, Luke understands electronics. Haley.",,,
3840,Phil , No.,,,
3841,Claire ," Yeah. Haley. Teach Haley to use the remote, and then I'll apologize.",,,
3842,Phil , Haley?,,,
3843,Claire ,, Mm-hmm.,,
3844,Phil , Come on!,,,
3845,Jay," Hey, Shorty.",,,
3846,Jay ," It's me. Uh, I was thinking of heading over to the driving range and hitting a few balls... you want to join me? I don't know. Wear... Wear whatever you want.",,,
3847,Cameron ," Oh, my god. Oh, god.",,,
3848,Mitchell , What?,,,
3849,Cameron , The flowers... they look so much better. This is a disaster.,,,
3850,Mitchell ," You do know what ""disaster"" means, right? ",,,
3851,Cameron , You don't understand. I demanded that they come exchange them. I got all medieval on the florist.,,,
3852,Mitchell ," Cam, I heard you on the phone, you said you were displeased, but that's hardly going medieval.",,,
3853,Cameron ," Excuse me. I said ""very displeased,"" and I used my cowboy voice, so...",,,
3854,Mitchell , W-what are you doing?,,,
3855,Cameron , I'm microwaving them so they look bad again.,,,
3856,Mitchell ," Well, that seems a little crazy, doesn't it?",,,
3857,Cameron ," Oh, no. That's the florist.",,,
3858,Mitchell ," Look, relax. Just take them out. I'll get the door. He'll never know the difference. Hi.",,,
3859,Florist , Florist.,,,
3860,Mitchell ," Hi. Yes, uh, come on in. He's... he's over there with the flowers.",,,
3861,Cameron ," Hello. I don't know what happened. They just, uh, somehow lost their vigor. They were like this when we came home.",,,
3862,Mitchell , Cam. Cam...,,,
3863,Cameron ," Oh, my god! Oh, my god! Oh, my god! Oh! Oh! Oh, god! God! God!",,,
3864,Mitchell , Look at that. Two things flaming at once.,,,
3865,Jay , Damn it!,,,
3866,Shorty , You know what the problem is?,,,
3867,Jay , What?,,,
3868,Shorty , You're not moving your hips. They're frozen.,,,
3869,Jay , Hips?,,,
3870,Shorty ," Yeah, your hips. They're frozen. Here, let me show you.",,,
3871,Jay ," No, it's...",,,
3872,Shorty ," No, no, no, no, no. Don't fight me.",,,
3873,Jay ," All right, Shorty.",,,
3874,Shorty ," Just bring the club back. Go ahead. All right? Now turn those hips. That's it. You just got to relax. You got to open up the stance a little bit. Spad 'em, spread 'em. That's it. That'. If you don't relax, you're never gonna get that shaft where it belongs. ",,,
3875,Jay ," Hey, you know what? How about a coffee? Let's get a coffee.",,,
3876,Shorty , Sure.,,,
3877,Phil ," Now press the button labeled ""activities.""",,,
3878,Haley , Where is that?,,,
3879,Phil ," It's to the right. To the right. And then... and now choose ""watch dvd.""",,,
3880,Haley , What?!,,,
3881,Phil ," Honey, you got to focus. We've only got 20 minutes. Pretend... pretend the mall's closing.",,,
3882,Haley ," Dad, this is stupid. I watch tv on my computer. Why do I have to learn this?",,,
3883,Phil , Because your mom doesn't think you can.,,,
3884,Haley , Nobody can!,,,
3885,Phil ," Haley, listen to me. Listen to me. I know this seems impossible, But this is for all those times that mom told you she was right... And you knew she was wrong.",,,
3886,Haley , I'll do it.,,,
3887,Phil , That's my girl.,,,
3888,Shorty ," You know, that guy's got a beautiful stroke. Look at his pants. No pleats. I like pants like that. You think I can get away with something like that?",,,
3889,Jay ," Sure, why not? Listen, Shorty, uh... We've known each other a long time, right? What, 30 years?",,,
3890,Shorty , Yeah.,,,
3891,Jay ," And, uh... I sense that you got a secret that's maybe causing you a lot of anguish.",,,
3892,Shorty ," You heard something, right?",,,
3893,Jay ," Well, I had the same situation with my son, Mitchell.",,,
3894,Shorty , Really?,,,
3895,Jay ," And I didn't handle it too well, either. And, uh... I just want you to know that you can open up to me, That I'm gonna do all I can to help you. ",,,
3896,Shorty ," Well, I mean, I... I never said this out loud before to anyone, But I guess if I did, it would be you. It's just that, Jay, you see, I'm, uh... ...I'm...",,,
3897,Jay ," Go ahead. Yeah, go ahead.",,,
3898,Shorty , ...I'm in debt.,,,
3899,Jay , Huh?,,,
3900,Shorty ," I owe a bookie 20 g's, and he's a serious guy. And you offering to give me the dough... this is beautiful!",,,
3901,Jay , Wait a minute. You're not gay?,,,
3902,Shorty ," Gay?! What are you talking about, gay? I'm not gay! Where'd you get gay?!",,,
3903,Jay ," Come on, I mean, you're always talking about clothes and everything, right?",,,
3904,Shorty , My father was a tailor. I like clothes. So what? Are you calling my father gay?,,,
3905,Jay , No!,,,
3906,Shorty ," My father landed on Normandy to save your ass. You know, if you weren't lending me 20 g's, I'd knock you out right now.",,,
3907,Jay , Take a check?,,,
3908,Shorty , Cash would be better.,,,
3909,Phil ," Haley, you ready?",,,
3910,Haley , Let's do this.,,,
3911,Claire , Turn on the tv.,,,
3912,Phil , Nice.,,,
3913,Claire , Mute it. Un-mute it. Put it on dvd. Skip forward.,,,
3914,Haley , Wait. Um...,,,
3915,Claire , Okay. Back to tv.,,,
3916,Phil , Face!,,,
3917,Claire ," Don't get all cocky, Phil. Let's see what happens to little Haley when I do this.",,,
3918,Phil , Ho! Ooh!,,,
3919,Claire , Face.,,,
3920,Haley ," Dad, w-what do I do?",,,
3921,Phil , Don't panic. We went through this. Just... just think. ,,,
3922,Claire , Give up? Give up. Admit defeat.,,,
3923,Phil , Haley...,,,
3924,Haley ," Okay, uh, let's see... You put the remote onto tv mode And then pre input till you get hdmi 1 and... Whoo! I did it!",,,
3925,Phil , She did it!,,,
3926,Claire ," Fine, you proved your point. Everybody in this house is smarter than me.",,,
3927,Phil ," No, honey, you're missing the point. I taught Haley how to use the remote in 20 minutes, So think how fast you can learn it.",,,
3928,Haley , What's that supposed to mean?,,,
3929,Phil , See what I'm saying?,,,
3930,Jay ," Mitchell, it's me!",,,
3931,Mitchell ," Hey, dad.",,,
3932,Jay , Hi.,,,
3933,Mitchell , Hi.,,,
3934,Jay , I'm here to let you know your gaydar is broken. Shorty is not gay.,,,
3935,Mitchell ," No. I, um, I knew that. I just, uh... I made that up to mess with you for dissing cam.",,,
3936,Jay ," What? That cost me 20,000 bucks.",,,
3937,Mitchell , What do you mean?,,,
3938,Jay ," I reached out to him, you know, to let him know it's okay to be gay.",,,
3939,Mitchell , You did?,,,
3940,Jay ," Yeah... Right after one of the stranger golf lessons of my life. Turns out what he is is a lousy gambler, And now I'm the one on the hook for it.",,,
3941,Mitchell ," Well, I'm so sorry.",,,
3942,Jay , Then why are you smiling?,,,
3943,Mitchell ," I'm... I'm proud of you, dad. You're growing.",,,
3944,Jay ," Just... just stop it, please? Don't you see how hard this is for me? See, I used to be just like one of those guys. Now look at me. I got a house, looks like little Colombia. I got a gay son and a Chinese granddaughter.",,,
3945,Mitchell , Vietnamese. ,,,
3946,Jay , Only you would know the difference.,,,
3947,Mitchell ," Okay, don't worry, dad. You're not growing too much.",,,
3948,Whitney , I'm a little nervous.,,,
3949,Gloria , Don't be!,,,
3950,Manny , I'm sure you look beautiful. Whoa!,,,
3951,Whitney , What do you think?,,,
3952,Gloria , Look at you!,,,
3953,Whitney , Really?,,,
3954,Gloria , You gonna be fighting men off with a stick! Whitney ; I don't know about that.,,,
3955,Gloria , Cameron!,,,
3956,Cameron ," Hi! Sorry for the pop-over, but I just wanted to bring you these to thank you for babysitting Lily again last night. Gracias. You didn't need to do that. You know I love Lily.",,,
3957,Cameron , I know.,,,
3958,Gloria , Come in. Say hello.,,,
3959,Manny ," Hey, Cam.",,,
3960,Gloria ," Cameron, this is my new friend, Whitney. Whitney, this is Cameron.",,,
3961,Cameron ," Hello, it's nice to meet you. That... is a spectacular dress.",,,
3962,Whitney , This old thing? I don't know...,,,
3963,Gloria , What about her hair?,,,
3964,Cameron ," Oh, my gosh. it's like Barbara Streisand in ""the way we were."" One of my favorites.",,,
3965,Whitney , Me too.,,,
3966,Cameron ," Okay, who is reading ""the forevers""?",,,
3967,Whitney , I am.,,,
3968,Cameron , I am so obsessed with this whole vampire thing right now.,,,
3969,Whitney , Me too!,,,
3970,Whitney , I just met the sweetest guy named Cameron. I think he might be the one. ,,,
3971,Mitchell , Can people change? I don't know. People are who they are... Give or take 15%. That's how much people can change if they really want to.,,,
3972,Jay ," Well, I'll see you when I see you.",,,
3973,Mitchell ," Yeah, thanks for com...",,,
3974,Jay , Okay. ,,,
3975,Jay ," Oh, well, that's a little, um...",,,
3976,Shorty ," Yeah, I thought maybe we could have a little picnic since it's outside, you know? I'll get some nice bottle of wine, a little cheese, lay on a nice blanket, all right?",,,
3977,Jay ," Yeah, fine, yeah.",,,
3978,Shorty ," Yo, hey, I like your hair. Who does your hair?",,,
3979,Man , Huh?,,,
3980,Shorty ," Yo, handsome, who does your hair? ",,,
3981,Claire ," Haley, sweetie, wake up.",,,
3982,Haley , What?,,,
3983,Claire , I need you to teach me to use the tv.,,,
3984,Haley , Now? Why can't dad teach you?,,,
3985,Phil , Because we're married.,,,
3986,Mitchell , Whether it's for themselves or for the people they love.,,,
3987,Claire , That way.,,,
3988,Haley , Yeah. And then press...,,,
3989,Claire ," Mmh. I got it. Yeah. Yeah,",,,
3990,Mitchell , 15%. But you know what? Sometimes that's just enough.,,,
3991,Jay ," All right, all right. See you guys next week, huh?",,,
3992,Shorty ," Listen, I want to thank you for, uh, you know, helping me out with that jam, you know.",,,
3993,Jay , It was nothing. It was nothing.,,,
3994,Shorty ," No. No, no, no. And I got you a little present.",,,
3995,Jay ," Oh, come on. You didn't have to do that.",,,
3996,Shorty ," No, I did. Two tickets to see the great Michael Bublé. The guy sings like an angel. He's gonna be outside at one of the amphitheaters.",,,
3997,Jay , Gloria's gonna love it.,,,
3998,Shorty , No. I'm talking about you and me.,,,
3999,Jay ," Oh, you and me?",,,
4000,Shorty , Yeah.  Modern Family,,,
4001,Claire ," Hmm, these pancakes smell great.",,,
4002,Phil , What are you doing with those?,,,
4003,Alex ," Luke and I are doing a recycling drive. If we collect enough bottles, they build a school in Africa.",,,
4004,Luke , Wouldn't that be so cool to go to a school made out of bottles?,,,
4005,Alex ," That would certainly be a special school. Did you hear what I said, parents... ""special school""?",,,
4006,Haley ," Okay. Nobody make a big deal about it, but I just broke up with Dylan.",,,
4007,Phil , No!,,,
4008,Claire ," Oh, my gosh. Are you okay, honey?",,,
4009,Haley ," Yeah, I'm fine. I just... I need to date someone who has a clue, instead of an idiot who bangs his head every time he rides his bike out of his garage. Every time.",,,
